condition,episode,censored,died,start_simulation_age_ms,end_simulation_age_ms,survival_ticks,survival_seconds,kills,hits,shots,attack_ticks,damage_received,damage_events,damage_per_minute,distance_doom_units,mean_abs_turn,mean_turn,mean_forward
none,1,False,True,0,6257.1,219,6.2571,1,1,8,25,100.0,9,958.904,206.665,0.91415,0.41411,2.17481
none,2,False,True,6257.1,11514.3,184,5.2571,1,2,7,18,100.0,9,1141.304,110.104,1.0383,0.52159,1.33298
none,3,False,True,11514.3,16657.1,180,5.1429,0,1,5,12,100.0,9,1166.667,98.916,1.00038,0.39947,1.14568
none,4,False,True,16657.1,23685.7,246,7.0286,1,3,9,18,100.0,11,853.659,133.125,0.92881,0.51148,1.14222
none,5,False,True,23685.7,29028.6,187,5.3429,0,2,7,18,100.0,10,1122.995,97.479,0.84132,0.2822,1.33842
none,6,False,True,29028.6,34428.6,189,5.4,0,0,6,14,100.0,9,1111.111,96.357,1.03978,0.47809,1.33995
none,7,False,True,34428.6,42314.3,276,7.8857,2,2,10,24,100.0,9,760.87,169.26,1.07912,0.60703,1.26634
none,8,False,True,42314.3,47628.6,186,5.3143,0,1,7,21,100.0,9,1129.032,102.086,0.93354,0.21219,1.57099
none,9,False,True,47628.6,54685.7,247,7.0571,1,0,10,32,100.0,9,850.202,184.702,1.05619,0.3956,1.96577
none,10,False,True,54685.7,62200.0,263,7.5143,2,2,10,17,100.0,10,798.479,129.628,0.99833,0.62198,0.90988
none,11,False,True,62200.0,67914.3,200,5.7143,1,3,7,21,100.0,11,1050.0,135.694,1.06223,0.5914,1.68995
none,12,False,True,67914.3,72285.7,153,4.3714,0,0,4,10,100.0,7,1372.549,68.338,0.93858,0.4334,0.90616
none,13,False,True,72285.7,78114.3,204,5.8286,0,2,7,24,100.0,10,1029.412,119.533,0.91885,0.38344,1.67298
none,14,False,True,78114.3,84171.4,212,6.0571,0,3,7,18,100.0,9,990.566,125.531,0.90421,0.33502,1.25488
none,15,False,True,84171.4,88800.0,162,4.6286,1,3,7,13,100.0,10,1296.296,108.502,0.79054,0.01346,1.11863
none,16,False,True,88800.0,95771.4,244,6.9714,0,2,8,24,100.0,13,860.656,121.047,1.01039,0.54172,1.50548
none,17,False,True,95771.4,100942.9,181,5.1714,0,4,8,18,100.0,9,1160.221,96.627,0.82158,0.05883,1.44624
none,18,False,True,100942.9,107971.4,246,7.0286,2,4,10,24,100.0,9,853.659,140.509,1.19211,0.45075,1.37158
none,19,False,True,107971.4,113971.4,210,6.0,1,2,7,16,100.0,9,1000.0,125.681,1.02843,0.46999,1.19119
none,20,False,True,113971.4,120000.0,211,6.0286,1,3,7,18,100.0,10,995.261,119.559,0.97058,0.47907,1.33591
none,21,False,True,120000.0,125285.7,185,5.2857,0,1,7,19,100.0,8,1135.135,91.011,1.08586,0.5326,1.58444
none,22,False,True,125285.7,131714.3,225,6.4286,0,0,7,20,100.0,8,933.333,137.22,0.91718,-0.01828,1.53268
none,23,False,True,131714.3,137400.0,199,5.6857,0,2,7,24,100.0,8,1055.276,147.31,1.06508,0.21366,1.74851
none,24,False,True,137400.0,142314.3,172,4.9143,0,0,5,12,100.0,9,1220.93,82.178,1.19133,0.8774,1.10663
none,25,False,True,142314.3,147571.4,184,5.2571,1,2,6,11,100.0,9,1141.304,98.675,1.1307,0.52019,0.79355
none,26,False,True,147571.4,153114.3,194,5.5429,1,3,7,17,100.0,8,1082.474,138.31,1.17865,0.70413,1.30631
none,27,False,True,153114.3,162914.3,343,9.8,2,3,15,62,100.0,9,612.245,352.801,1.06775,0.61866,2.74881
none,28,False,True,162914.3,170514.3,266,7.6,2,2,13,62,100.0,8,789.474,362.306,1.096,0.56369,3.73968
none,29,False,True,170514.3,179600.0,318,9.0857,2,3,15,67,100.0,9,660.377,348.828,0.98729,0.37773,3.3023
none,30,False,True,179600.0,189685.7,353,10.0857,4,3,17,86,100.0,9,594.901,425.304,0.98607,0.3737,3.91961
none,31,False,True,189685.7,199828.6,355,10.1429,2,0,17,83,100.0,7,591.549,463.32,0.99576,0.38977,3.78097
none,32,False,True,199828.6,206371.4,229,6.5429,0,0,10,53,100.0,10,917.031,331.222,1.06501,0.5684,3.86601
none,33,False,True,206371.4,212228.6,205,5.8571,0,4,11,39,100.0,7,1024.39,175.085,0.90809,0.29204,2.77771
none,34,False,True,212228.6,222285.7,352,10.0571,1,2,15,70,100.0,8,596.591,389.568,0.93764,0.55088,3.07688
none,35,False,True,222285.7,227571.4,185,5.2857,0,4,9,53,100.0,6,1135.135,245.514,1.14428,0.48485,4.90205
none,36,False,True,227571.4,233457.1,206,5.8857,0,0,10,50,100.0,8,1019.417,276.855,1.0292,0.44932,3.78645
none,37,False,True,233457.1,240971.4,263,7.5143,1,0,12,66,100.0,7,798.479,412.342,1.00918,0.57576,4.22074
none,38,False,True,240971.4,254400.0,470,13.4286,2,3,24,112,100.0,8,446.809,639.981,1.00018,0.30518,4.00038
none,39,False,True,254400.0,259942.9,194,5.5429,1,3,10,31,100.0,9,1082.474,160.376,1.13015,0.62189,2.51854
none,40,False,True,259942.9,266828.6,241,6.8857,1,0,12,77,100.0,7,871.369,425.387,1.02968,0.54548,4.96456
none,41,False,True,266828.6,276314.3,332,9.4857,2,2,16,80,100.0,9,632.53,442.838,1.14642,0.56311,3.7568
none,42,False,True,276314.3,283828.6,263,7.5143,1,2,13,64,100.0,10,798.479,343.441,1.00004,0.45949,3.79186
none,43,False,True,283828.6,290285.7,226,6.4571,0,0,11,57,100.0,8,929.204,329.216,0.99842,0.3548,4.36179
none,44,False,True,290285.7,297342.9,247,7.0571,1,2,11,54,100.0,10,850.202,308.702,1.1229,0.3684,3.54206
none,45,False,True,297342.9,303571.4,218,6.2286,2,5,12,55,100.0,8,963.303,245.08,0.94277,0.14274,3.93428
none,46,False,True,303571.4,310114.3,229,6.5429,1,0,10,50,100.0,9,917.031,321.299,1.12476,0.61609,3.49251
none,47,False,True,310114.3,318228.6,284,8.1143,1,1,15,68,100.0,7,739.437,347.524,1.06408,0.51791,3.52417
none,48,False,True,318228.6,324257.1,211,6.0286,1,0,10,49,100.0,8,995.261,250.775,1.08327,0.56199,3.70887
none,49,False,True,324257.1,331342.9,248,7.0857,0,0,11,50,100.0,7,846.774,303.747,1.06656,0.50172,3.27199
none,50,False,True,331342.9,337685.7,222,6.3429,0,1,10,47,100.0,10,945.946,269.679,1.00261,0.51716,3.66331
none,51,False,True,337685.7,344342.9,233,6.6571,0,0,13,66,100.0,9,901.288,330.871,1.08168,0.52962,4.69825
none,52,False,True,344342.9,350828.6,227,6.4857,1,2,12,60,100.0,8,925.11,287.337,1.14071,0.66448,4.38256
none,53,False,True,350828.6,360885.7,352,10.0571,2,0,19,81,100.0,9,596.591,470.423,1.03426,0.53281,3.60384
none,54,False,True,360885.7,373714.3,449,12.8286,3,2,22,116,100.0,8,467.706,601.357,0.98325,0.36185,3.97157
none,55,False,True,373714.3,380171.4,226,6.4571,1,2,9,45,100.0,8,929.204,279.858,1.06535,0.6425,3.21697
none,56,False,True,380171.4,385542.9,188,5.3714,0,2,11,54,100.0,9,1117.021,273.853,1.14752,0.59279,4.30131
none,57,False,True,385542.9,392971.4,260,7.4286,1,0,13,68,100.0,9,807.692,372.296,0.94044,0.45452,4.22304
none,58,False,True,392971.4,397800.0,169,4.8286,0,1,7,38,100.0,8,1242.604,186.323,1.09813,0.55663,3.46713
none,59,False,True,397800.0,404314.3,228,6.5143,1,1,12,55,100.0,8,921.053,304.207,1.04062,0.57147,3.76967
none,60,False,True,404314.3,413257.1,313,8.9429,3,3,15,79,100.0,9,670.927,463.105,0.92669,0.35443,4.22285
none,61,False,True,413257.1,417942.9,164,4.6857,0,2,7,36,100.0,8,1280.488,168.659,0.89849,0.11241,3.31446
none,62,False,True,417942.9,426800.0,310,8.8571,2,2,15,91,100.0,8,677.419,476.559,1.09582,0.49377,4.4562
none,63,False,True,426800.0,430600.0,133,3.8,1,2,6,28,100.0,7,1578.947,163.475,0.87812,0.23445,3.22719
none,64,False,True,430600.0,441285.7,374,10.6857,2,0,19,88,100.0,10,561.497,490.698,0.98713,0.38255,3.73965
none,65,False,True,441285.7,446914.3,197,5.6286,0,1,9,42,100.0,8,1065.99,179.291,1.04303,0.60021,3.11612
none,66,False,True,446914.3,453600.0,234,6.6857,0,2,10,43,100.0,10,897.436,150.856,1.04523,0.63926,2.80888
none,67,False,True,453600.0,458885.7,185,5.2857,0,3,9,56,100.0,8,1135.135,239.074,1.00896,0.33049,4.54997
none,68,False,True,458885.7,471085.7,427,12.2,2,0,21,112,100.0,9,491.803,571.94,0.9759,0.35413,4.17014
none,69,False,True,471085.7,476714.3,197,5.6286,0,1,9,39,100.0,9,1065.99,212.861,0.99222,0.42827,3.26306
none,70,False,True,476714.3,481257.1,159,4.5429,0,2,8,35,100.0,8,1320.755,143.552,0.89427,0.0879,3.32249
none,71,False,True,481257.1,486885.7,197,5.6286,0,2,10,50,100.0,9,1065.99,246.54,0.97075,0.46803,3.73238
none,72,False,True,486885.7,493628.6,236,6.7429,2,0,10,55,100.0,7,889.831,320.463,0.99715,0.43847,3.75129
none,73,False,True,493628.6,504228.6,371,10.6,2,2,20,79,100.0,9,566.038,415.23,1.0378,0.56412,3.27105
none,74,False,True,504228.6,512600.0,293,8.3714,1,1,15,75,100.0,9,716.724,441.086,1.02639,0.43086,4.32807
none,75,False,True,512600.0,521828.6,323,9.2286,2,0,14,66,100.0,8,650.155,329.907,0.97684,0.39361,3.07493
none,76,False,True,521828.6,528971.4,250,7.1429,1,2,11,49,100.0,11,840.0,306.492,1.20733,0.55327,3.44004
none,77,False,True,528971.4,539857.1,381,10.8857,2,1,19,101,100.0,9,551.181,574.55,0.93215,0.47748,4.64496
none,78,False,True,539857.1,546485.7,232,6.6286,1,2,12,58,100.0,10,905.172,305.412,0.92227,0.19504,4.25645
none,79,False,True,546485.7,554771.4,290,8.2857,1,0,14,73,100.0,8,724.138,429.342,1.03305,0.52454,3.93013
none,80,False,True,554771.4,565057.1,360,10.2857,2,0,18,90,100.0,10,583.333,495.509,0.98629,0.41237,3.95776
none,81,False,True,565057.1,571600.0,229,6.5429,1,1,11,53,100.0,8,917.031,293.39,1.03384,0.56964,3.54942
none,82,False,True,571600.0,577142.9,194,5.5429,0,2,10,42,100.0,9,1082.474,250.989,1.0354,0.45316,3.78714
none,83,False,True,577142.9,582571.4,190,5.4286,0,0,8,46,100.0,8,1105.263,285.371,1.02718,0.56621,3.8202
none,84,False,True,582571.4,587914.3,187,5.3429,0,1,8,30,100.0,11,1122.995,155.499,0.95257,0.36307,2.6254
none,85,False,True,587914.3,593314.3,189,5.4,0,1,9,43,100.0,9,1111.111,209.589,0.96576,0.31374,3.40576
none,86,True,False,593314.3,600000.0,234,6.6857,1,2,12,60,90.0,6,807.692,369.86,1.11977,0.56657,4.22683
snxx29,1,False,True,0,5742.9,201,5.7429,1,1,7,26,100.0,9,1044.776,188.666,0.9987,0.52448,2.3923
snxx29,2,False,True,5742.9,12857.1,249,7.1143,2,1,9,28,100.0,11,843.373,137.051,1.12024,-0.0237,1.62441
snxx29,3,False,True,12857.1,18457.1,196,5.6,0,1,7,20,100.0,9,1071.429,127.981,0.98366,0.58993,1.50706
snxx29,4,False,True,18457.1,23914.3,191,5.4571,0,1,5,11,100.0,9,1099.476,81.351,0.96161,0.56942,0.80677
snxx29,5,False,True,23914.3,29342.9,190,5.4286,0,0,7,16,100.0,8,1105.263,106.307,0.89202,0.19003,1.4604
snxx29,6,False,True,29342.9,35000.0,198,5.6571,0,3,8,15,100.0,9,1060.606,99.464,1.15931,0.72076,1.33975
snxx29,7,False,True,35000.0,41285.7,220,6.2857,2,3,8,20,100.0,10,954.545,136.219,0.94598,0.43951,1.50948
snxx29,8,False,True,41285.7,47314.3,211,6.0286,0,2,6,13,100.0,10,995.261,120.661,1.21014,0.52142,0.88029
snxx29,9,False,True,47314.3,53200.0,206,5.8857,0,1,9,20,100.0,10,1019.417,136.402,0.8844,0.48399,1.44039
snxx29,10,False,True,53200.0,58800.0,196,5.6,0,0,7,19,100.0,10,1071.429,108.916,0.96996,0.54769,1.48054
snxx29,11,False,True,58800.0,64885.7,213,6.0857,1,3,6,15,100.0,10,985.915,124.683,0.94527,0.23876,0.98491
snxx29,12,False,True,64885.7,70457.1,195,5.5714,1,4,9,18,100.0,9,1076.923,118.484,1.02426,0.17858,1.34083
snxx29,13,False,True,70457.1,77600.0,250,7.1429,1,3,10,33,100.0,10,840.0,208.691,0.98532,0.52306,1.98973
snxx29,14,False,True,77600.0,84371.4,237,6.7714,1,2,9,26,100.0,9,886.076,151.1,1.08659,0.6893,1.63409
snxx29,15,False,True,84371.4,89228.6,170,4.8571,0,1,6,17,100.0,10,1235.294,130.232,0.98989,0.50079,1.59753
snxx29,16,False,True,89228.6,97428.6,287,8.2,1,2,11,22,100.0,11,731.707,133.781,1.07365,0.72754,1.09812
snxx29,17,False,True,97428.6,104171.4,236,6.7429,2,3,7,13,100.0,9,889.831,122.767,1.01657,0.06637,0.91883
snxx29,18,False,True,104171.4,112771.4,301,8.6,2,4,12,23,100.0,9,697.674,158.032,1.02493,0.63573,1.07252
snxx29,19,False,True,112771.4,119057.1,220,6.2857,1,4,8,24,100.0,8,954.545,121.157,0.85303,0.12834,1.5912
snxx29,20,False,True,119057.1,125028.6,209,5.9714,0,2,8,20,100.0,10,1004.785,129.619,0.8426,0.08379,1.33153
snxx29,21,False,True,125028.6,131000.0,209,5.9714,0,0,9,22,100.0,9,1004.785,143.227,0.93226,0.43197,1.54549
snxx29,22,False,True,131000.0,136942.9,208,5.9429,1,2,7,17,100.0,10,1009.615,125.055,1.08085,0.54929,1.28292
snxx29,23,False,True,136942.9,144285.7,257,7.3429,2,2,10,26,100.0,9,817.121,167.407,0.94518,0.47258,1.45401
snxx29,24,False,True,144285.7,149200.0,172,4.9143,0,2,5,15,100.0,8,1220.93,128.944,1.11978,0.63027,1.32777
snxx29,25,False,True,149200.0,154457.1,184,5.2571,0,1,7,15,100.0,9,1141.304,103.954,1.13836,0.71626,1.13082
snxx29,26,False,True,154457.1,160085.7,197,5.6286,1,0,8,20,100.0,10,1065.99,119.485,1.03256,0.54502,1.78185
snxx29,27,False,True,160085.7,168800.0,305,8.7143,2,2,10,29,100.0,9,688.525,187.192,0.94265,0.39208,1.47161
snxx29,28,False,True,168800.0,174085.7,185,5.2857,0,0,4,6,100.0,10,1135.135,91.98,1.10902,0.59862,0.45428
snxx29,29,False,True,174085.7,180057.1,209,5.9714,0,0,8,22,100.0,9,1004.785,166.609,0.97932,0.44502,1.55783
snxx29,30,False,True,180057.1,185571.4,193,5.5143,0,1,5,18,100.0,9,1088.083,125.321,1.05467,0.50513,1.49991
snxx29,31,False,True,185571.4,191200.0,197,5.6286,0,1,9,25,100.0,9,1065.99,126.569,1.06225,0.30771,1.83444
snxx29,32,False,True,191200.0,197571.4,223,6.3714,1,3,10,32,100.0,9,941.704,144.765,1.04569,0.51851,2.11841
snxx29,33,False,True,197571.4,203485.7,207,5.9143,1,1,7,20,100.0,11,1014.493,119.188,1.0031,0.48727,1.54275
snxx29,34,False,True,203485.7,209428.6,208,5.9429,0,2,8,20,100.0,9,1009.615,126.276,0.88976,0.06551,1.44324
snxx29,35,False,True,209428.6,214714.3,185,5.2857,1,1,8,18,100.0,8,1135.135,134.135,0.89513,0.28607,1.38881
snxx29,36,False,True,214714.3,220342.9,197,5.6286,0,3,7,17,100.0,9,1065.99,138.161,1.02073,0.50955,1.38479
snxx29,37,False,True,220342.9,226657.1,221,6.3143,1,3,9,23,100.0,7,950.226,179.34,1.07851,0.53415,1.54313
snxx29,38,False,True,226657.1,233657.1,245,7.0,3,2,9,26,100.0,11,857.143,172.136,1.08392,0.53188,1.66821
snxx29,39,False,True,233657.1,239171.4,193,5.5143,0,3,7,14,100.0,10,1088.083,108.577,1.24634,0.97249,1.07824
snxx29,40,False,True,239171.4,244342.9,181,5.1714,0,2,5,12,100.0,7,1160.221,131.844,1.09648,0.5922,1.08268
snxx29,41,False,True,244342.9,249914.3,195,5.5714,1,4,8,17,100.0,10,1076.923,124.179,1.00624,0.51326,1.5146
