condition,episode,censored,died,start_simulation_age_ms,end_simulation_age_ms,survival_ticks,survival_seconds,kills,hits,shots,attack_ticks,damage_received,damage_events,damage_per_minute,distance_doom_units,mean_abs_turn,mean_turn,mean_forward
random-dose-matched,47,False,True,286800.0,292171.4,188,5.3714,1,2,8,17,100.0,8,1117.021,128.429,1.1173,0.68675,1.40107
random-dose-matched,48,False,True,292171.4,298257.1,213,6.0857,1,1,7,17,100.0,8,985.915,147.815,0.99455,0.52078,1.39447
random-dose-matched,49,False,True,298257.1,304142.9,206,5.8857,1,2,8,21,100.0,10,1019.417,120.673,1.01633,0.45078,1.41685
random-dose-matched,50,False,True,304142.9,310457.1,221,6.3143,1,1,8,20,100.0,9,950.226,115.726,1.08497,0.49935,1.40285
random-dose-matched,51,False,True,310457.1,316028.6,195,5.5714,1,3,7,17,100.0,9,1076.923,128.356,1.07934,0.54204,1.57325
random-dose-matched,52,False,True,316028.6,321800.0,202,5.7714,0,0,7,16,100.0,9,1039.604,137.121,0.93921,0.52343,1.16858
random-dose-matched,53,False,True,321800.0,327428.6,197,5.6286,0,0,8,20,100.0,8,1065.99,127.628,0.98165,0.44898,1.61672
random-dose-matched,54,False,True,327428.6,333742.9,221,6.3143,1,2,9,23,100.0,10,950.226,121.394,1.14259,0.60056,1.45301
random-dose-matched,55,False,True,333742.9,339657.1,207,5.9143,0,1,6,15,100.0,11,1014.493,105.077,1.04054,0.58257,1.12089
random-dose-matched,56,False,True,339657.1,345200.0,194,5.5429,0,0,6,16,100.0,9,1082.474,120.48,0.86626,0.13145,1.14541
random-dose-matched,57,False,True,345200.0,351257.1,212,6.0571,2,2,9,21,100.0,10,990.566,130.609,0.92335,0.47813,1.70244
random-dose-matched,58,False,True,351257.1,355742.9,157,4.4857,0,0,3,6,100.0,8,1337.58,89.598,1.25079,0.87737,0.49069
random-dose-matched,59,False,True,355742.9,360714.3,174,4.9714,1,3,6,17,100.0,7,1206.897,117.282,1.00367,0.51968,1.5076
random-dose-matched,60,False,True,360714.3,365971.4,184,5.2571,0,0,6,11,100.0,10,1141.304,102.79,1.14063,0.70359,0.89665
random-dose-matched,61,False,True,365971.4,370371.4,154,4.4,0,0,6,10,100.0,7,1363.636,108.444,0.94977,0.41696,1.02733
random-dose-matched,62,False,True,370371.4,376000.0,197,5.6286,1,2,7,18,100.0,11,1065.99,83.147,1.12247,0.73083,1.31551
random-dose-matched,63,False,True,376000.0,380371.4,153,4.3714,0,2,4,11,100.0,7,1372.549,86.256,0.8844,0.40342,1.11426
random-dose-matched,64,False,True,380371.4,391285.7,382,10.9143,2,4,16,47,100.0,9,549.738,275.672,0.99618,0.47484,1.83219
random-dose-matched,65,False,True,391285.7,396285.7,175,5.0,0,2,6,13,100.0,9,1200.0,85.422,1.12828,0.42919,1.2183
random-dose-matched,66,False,True,396285.7,402714.3,225,6.4286,0,1,5,17,100.0,8,933.333,131.806,1.14411,0.84831,1.06488
random-dose-matched,67,False,True,402714.3,408942.9,218,6.2286,2,4,9,20,100.0,8,963.303,129.282,0.94388,0.41593,1.27283
random-dose-matched,68,False,True,408942.9,415142.9,217,6.2,1,1,7,15,100.0,10,967.742,113.331,1.09005,0.55412,1.10516
random-dose-matched,69,False,True,415142.9,421571.4,225,6.4286,1,1,8,21,100.0,11,933.333,125.159,0.94891,0.34152,1.30919
random-dose-matched,70,False,True,421571.4,426285.7,165,4.7143,0,1,7,19,100.0,7,1272.727,115.891,1.17172,0.64888,1.71946
random-dose-matched,71,False,True,426285.7,431714.3,190,5.4286,0,1,8,23,100.0,9,1105.263,112.592,0.93833,0.32128,1.80295
random-dose-matched,72,False,True,431714.3,435971.4,149,4.2571,0,1,5,9,100.0,6,1409.396,105.699,1.18078,0.77143,1.05782
random-dose-matched,73,False,True,435971.4,444942.9,314,8.9714,2,2,11,35,100.0,9,668.79,236.864,1.15062,0.43843,1.8274
random-dose-matched,74,False,True,444942.9,450571.4,197,5.6286,1,3,7,25,100.0,9,1065.99,92.858,0.89499,0.4892,1.81524
random-dose-matched,75,False,True,450571.4,456657.1,213,6.0857,1,1,8,25,100.0,11,985.915,149.464,1.05882,0.55333,1.91384
random-dose-matched,76,False,True,456657.1,462114.3,191,5.4571,1,2,8,20,100.0,10,1099.476,135.388,1.03818,0.57053,1.71096
random-dose-matched,77,False,True,462114.3,467914.3,203,5.8,0,1,8,23,100.0,9,1034.483,143.51,0.91161,0.43316,1.78669
random-dose-matched,78,False,True,467914.3,473714.3,203,5.8,1,3,9,17,100.0,8,1034.483,132.181,1.00296,0.58514,1.30536
random-dose-matched,79,False,True,473714.3,480971.4,254,7.2571,2,2,8,18,100.0,9,826.772,157.272,1.02052,0.43077,1.05581
random-dose-matched,80,False,True,480971.4,487085.7,214,6.1143,1,1,8,18,100.0,10,981.308,106.529,1.07842,0.37756,1.17801
random-dose-matched,81,False,True,487085.7,492257.1,181,5.1714,0,3,7,22,100.0,9,1160.221,148.493,0.9814,0.46077,1.93484
random-dose-matched,82,False,True,492257.1,496914.3,163,4.6571,0,1,5,9,100.0,9,1288.344,97.876,1.00816,0.6137,0.85974
random-dose-matched,83,False,True,496914.3,501742.9,169,4.8286,0,1,8,41,100.0,8,1242.604,218.853,0.99788,0.15189,3.92524
random-dose-matched,84,False,True,501742.9,507885.7,215,6.1429,0,0,9,40,100.0,12,976.744,213.816,0.97764,0.406,3.18359
random-dose-matched,85,False,True,507885.7,516057.1,286,8.1714,1,0,14,62,100.0,9,734.266,343.535,1.0208,0.48182,3.24949
random-dose-matched,86,False,True,516057.1,522428.6,223,6.3714,1,2,11,49,100.0,9,941.704,223.344,1.03801,0.53857,3.16616
random-dose-matched,87,False,True,522428.6,532257.1,344,9.8286,2,3,15,76,100.0,9,610.465,399.089,0.9625,0.32721,3.46213
random-dose-matched,88,False,True,532257.1,540914.3,303,8.6571,2,2,14,79,100.0,7,693.069,376.664,1.00721,0.43495,4.18602
random-dose-matched,89,False,True,540914.3,550000.0,318,9.0857,1,1,16,80,100.0,11,660.377,428.652,0.98143,0.43881,4.01864
random-dose-matched,90,False,True,550000.0,557628.6,267,7.6286,1,3,11,62,100.0,10,786.517,360.828,1.06786,0.25563,3.66901
random-dose-matched,91,False,True,557628.6,563142.9,193,5.5143,1,3,10,55,100.0,10,1088.083,246.655,0.9243,0.28693,4.24768
random-dose-matched,92,False,True,563142.9,571371.4,288,8.2286,2,0,12,60,100.0,9,729.167,380.188,1.00981,0.43788,3.5587
random-dose-matched,93,False,True,571371.4,582485.7,389,11.1143,2,3,19,93,100.0,9,539.846,478.894,0.98514,0.36677,3.76618
random-dose-matched,94,False,True,582485.7,590114.3,267,7.6286,2,2,12,51,100.0,10,786.517,254.073,0.97095,0.08455,2.84383
random-dose-matched,95,False,True,590114.3,597114.3,245,7.0,1,0,11,54,100.0,10,857.143,345.504,1.19316,0.63036,3.51411
random-dose-matched,96,True,False,597114.3,600000.0,101,2.8857,0,0,4,23,45.0,3,935.644,129.497,0.87795,0.12145,3.44708
ppl101,1,False,True,0,6257.1,219,6.2571,1,1,8,25,100.0,9,958.904,206.665,0.91415,0.41411,2.17481
ppl101,2,False,True,6257.1,11514.3,184,5.2571,1,2,7,18,100.0,9,1141.304,110.104,1.0383,0.52159,1.33298
ppl101,3,False,True,11514.3,16657.1,180,5.1429,0,1,5,12,100.0,9,1166.667,98.916,1.00038,0.39947,1.14568
ppl101,4,False,True,16657.1,23685.7,246,7.0286,1,3,9,18,100.0,11,853.659,133.125,0.92881,0.51148,1.14222
ppl101,5,False,True,23685.7,29028.6,187,5.3429,0,2,7,18,100.0,10,1122.995,97.479,0.84132,0.2822,1.33842
ppl101,6,False,True,29028.6,34428.6,189,5.4,0,0,6,14,100.0,9,1111.111,96.357,1.03978,0.47809,1.33995
ppl101,7,False,True,34428.6,42314.3,276,7.8857,2,2,10,24,100.0,9,760.87,169.26,1.07912,0.60703,1.26634
ppl101,8,False,True,42314.3,47628.6,186,5.3143,0,1,7,21,100.0,9,1129.032,102.086,0.93354,0.21219,1.57099
ppl101,9,False,True,47628.6,54685.7,247,7.0571,1,0,10,32,100.0,9,850.202,184.702,1.05619,0.3956,1.96577
ppl101,10,False,True,54685.7,62200.0,263,7.5143,2,2,10,17,100.0,10,798.479,129.628,0.99833,0.62198,0.90988
ppl101,11,False,True,62200.0,67914.3,200,5.7143,1,3,7,21,100.0,11,1050.0,135.694,1.06223,0.5914,1.68995
ppl101,12,False,True,67914.3,72285.7,153,4.3714,0,0,4,10,100.0,7,1372.549,68.338,0.93858,0.4334,0.90616
ppl101,13,False,True,72285.7,78114.3,204,5.8286,0,2,7,24,100.0,10,1029.412,119.533,0.91885,0.38344,1.67298
ppl101,14,False,True,78114.3,84171.4,212,6.0571,0,3,7,18,100.0,9,990.566,125.531,0.90421,0.33502,1.25488
ppl101,15,False,True,84171.4,88800.0,162,4.6286,1,3,7,13,100.0,10,1296.296,108.502,0.79054,0.01346,1.11863
ppl101,16,False,True,88800.0,95771.4,244,6.9714,0,2,8,24,100.0,13,860.656,121.047,1.01039,0.54172,1.50548
ppl101,17,False,True,95771.4,100942.9,181,5.1714,0,4,8,18,100.0,9,1160.221,96.627,0.82158,0.05883,1.44624
ppl101,18,False,True,100942.9,107971.4,246,7.0286,2,4,10,24,100.0,9,853.659,140.509,1.19211,0.45075,1.37158
ppl101,19,False,True,107971.4,113971.4,210,6.0,1,2,7,16,100.0,9,1000.0,125.681,1.02843,0.46999,1.19119
ppl101,20,False,True,113971.4,120000.0,211,6.0286,1,3,7,18,100.0,10,995.261,119.559,0.97058,0.47907,1.33591
ppl101,21,False,True,120000.0,125285.7,185,5.2857,0,1,7,19,100.0,8,1135.135,91.011,1.08586,0.5326,1.58444
ppl101,22,False,True,125285.7,131714.3,225,6.4286,0,0,7,20,100.0,8,933.333,137.22,0.91718,-0.01828,1.53268
ppl101,23,False,True,131714.3,137400.0,199,5.6857,0,2,7,24,100.0,8,1055.276,147.31,1.06508,0.21366,1.74851
ppl101,24,False,True,137400.0,142314.3,172,4.9143,0,0,5,12,100.0,9,1220.93,82.178,1.19133,0.8774,1.10663
ppl101,25,False,True,142314.3,147571.4,184,5.2571,1,2,6,11,100.0,9,1141.304,98.675,1.1307,0.52019,0.79355
ppl101,26,False,True,147571.4,153114.3,194,5.5429,1,3,7,17,100.0,8,1082.474,138.31,1.17865,0.70413,1.30631
ppl101,27,False,True,153114.3,162914.3,343,9.8,2,3,15,62,100.0,9,612.245,352.801,1.06775,0.61866,2.74881
ppl101,28,False,True,162914.3,170514.3,266,7.6,2,2,13,62,100.0,8,789.474,362.306,1.096,0.56369,3.73968
ppl101,29,False,True,170514.3,179600.0,318,9.0857,2,3,15,67,100.0,9,660.377,348.828,0.98729,0.37773,3.3023
ppl101,30,False,True,179600.0,189685.7,353,10.0857,4,3,17,86,100.0,9,594.901,425.304,0.98607,0.3737,3.91961
ppl101,31,False,True,189685.7,199828.6,355,10.1429,2,0,17,83,100.0,7,591.549,463.32,0.99576,0.38977,3.78097
ppl101,32,False,True,199828.6,206371.4,229,6.5429,0,0,10,53,100.0,10,917.031,331.222,1.06501,0.5684,3.86601
ppl101,33,False,True,206371.4,212228.6,205,5.8571,0,4,11,39,100.0,7,1024.39,175.085,0.90809,0.29204,2.77771
ppl101,34,False,True,212228.6,222285.7,352,10.0571,1,2,15,70,100.0,8,596.591,389.568,0.93764,0.55088,3.07688
ppl101,35,False,True,222285.7,227571.4,185,5.2857,0,4,9,53,100.0,6,1135.135,245.514,1.14428,0.48485,4.90205
ppl101,36,False,True,227571.4,233457.1,206,5.8857,0,0,10,50,100.0,8,1019.417,276.855,1.0292,0.44932,3.78645
ppl101,37,False,True,233457.1,240971.4,263,7.5143,1,0,12,66,100.0,7,798.479,412.342,1.00918,0.57576,4.22074
ppl101,38,False,True,240971.4,254400.0,470,13.4286,2,3,24,112,100.0,8,446.809,639.981,1.00018,0.30518,4.00038
ppl101,39,False,True,254400.0,259942.9,194,5.5429,1,3,10,31,100.0,9,1082.474,160.376,1.13015,0.62189,2.51854
ppl101,40,False,True,259942.9,266828.6,241,6.8857,1,0,12,77,100.0,7,871.369,425.387,1.02968,0.54548,4.96456
ppl101,41,False,True,266828.6,276314.3,332,9.4857,2,2,16,80,100.0,9,632.53,442.838,1.14642,0.56311,3.7568
ppl101,42,False,True,276314.3,283828.6,263,7.5143,1,2,13,64,100.0,10,798.479,343.441,1.00004,0.45949,3.79186
ppl101,43,False,True,283828.6,290285.7,226,6.4571,0,0,11,57,100.0,8,929.204,329.216,0.99842,0.3548,4.36179
ppl101,44,False,True,290285.7,297342.9,247,7.0571,1,2,11,54,100.0,10,850.202,308.702,1.1229,0.3684,3.54206
ppl101,45,False,True,297342.9,303571.4,218,6.2286,2,5,12,55,100.0,8,963.303,245.08,0.94277,0.14274,3.93428
ppl101,46,False,True,303571.4,310114.3,229,6.5429,1,0,10,50,100.0,9,917.031,321.299,1.12476,0.61609,3.49251
ppl101,47,False,True,310114.3,318228.6,284,8.1143,1,1,15,68,100.0,7,739.437,347.524,1.06408,0.51791,3.52417
ppl101,48,False,True,318228.6,324257.1,211,6.0286,1,0,10,49,100.0,8,995.261,250.775,1.08327,0.56199,3.70887
ppl101,49,False,True,324257.1,331342.9,248,7.0857,0,0,11,50,100.0,7,846.774,303.747,1.06656,0.50172,3.27199
ppl101,50,False,True,331342.9,337685.7,222,6.3429,0,1,10,47,100.0,10,945.946,269.679,1.00261,0.51716,3.66331
ppl101,51,False,True,337685.7,344342.9,233,6.6571,0,0,13,66,100.0,9,901.288,330.871,1.08168,0.52962,4.69825
ppl101,52,False,True,344342.9,350828.6,227,6.4857,1,2,12,60,100.0,8,925.11,287.337,1.14071,0.66448,4.38256
ppl101,53,False,True,350828.6,360885.7,352,10.0571,2,0,19,81,100.0,9,596.591,470.423,1.03426,0.53281,3.60384
ppl101,54,False,True,360885.7,373714.3,449,12.8286,3,2,22,116,100.0,8,467.706,601.357,0.98325,0.36185,3.97157
ppl101,55,False,True,373714.3,380171.4,226,6.4571,1,2,9,45,100.0,8,929.204,279.858,1.06535,0.6425,3.21697
ppl101,56,False,True,380171.4,385542.9,188,5.3714,0,2,11,54,100.0,9,1117.021,273.853,1.14752,0.59279,4.30131
ppl101,57,False,True,385542.9,392971.4,260,7.4286,1,0,13,68,100.0,9,807.692,372.296,0.94044,0.45452,4.22304
ppl101,58,False,True,392971.4,397800.0,169,4.8286,0,1,7,38,100.0,8,1242.604,186.323,1.09813,0.55663,3.46713
ppl101,59,False,True,397800.0,404314.3,228,6.5143,1,1,12,55,100.0,8,921.053,304.207,1.04062,0.57147,3.76967
ppl101,60,False,True,404314.3,413257.1,313,8.9429,3,3,15,79,100.0,9,670.927,463.105,0.92669,0.35443,4.22285
ppl101,61,False,True,413257.1,417942.9,164,4.6857,0,2,7,36,100.0,8,1280.488,168.659,0.89849,0.11241,3.31446
ppl101,62,False,True,417942.9,426800.0,310,8.8571,2,2,15,91,100.0,8,677.419,476.559,1.09582,0.49377,4.4562
ppl101,63,False,True,426800.0,430600.0,133,3.8,1,2,6,28,100.0,7,1578.947,163.475,0.87812,0.23445,3.22719
ppl101,64,False,True,430600.0,441285.7,374,10.6857,2,0,19,88,100.0,10,561.497,490.698,0.98713,0.38255,3.73965
ppl101,65,False,True,441285.7,446914.3,197,5.6286,0,1,9,42,100.0,8,1065.99,179.291,1.04303,0.60021,3.11612
ppl101,66,False,True,446914.3,453600.0,234,6.6857,0,2,10,43,100.0,10,897.436,150.856,1.04523,0.63926,2.80888
ppl101,67,False,True,453600.0,458885.7,185,5.2857,0,3,9,56,100.0,8,1135.135,239.074,1.00896,0.33049,4.54997
ppl101,68,False,True,458885.7,471085.7,427,12.2,2,0,21,112,100.0,9,491.803,571.94,0.9759,0.35413,4.17014
ppl101,69,False,True,471085.7,476714.3,197,5.6286,0,1,9,39,100.0,9,1065.99,212.861,0.99222,0.42827,3.26306
ppl101,70,False,True,476714.3,481257.1,159,4.5429,0,2,8,35,100.0,8,1320.755,143.552,0.89427,0.0879,3.32249
ppl101,71,False,True,481257.1,486885.7,197,5.6286,0,2,10,50,100.0,9,1065.99,246.54,0.97075,0.46803,3.73238
ppl101,72,False,True,486885.7,493628.6,236,6.7429,2,0,10,55,100.0,7,889.831,320.463,0.99715,0.43847,3.75129
ppl101,73,False,True,493628.6,504228.6,371,10.6,2,2,20,79,100.0,9,566.038,415.23,1.0378,0.56412,3.27105
ppl101,74,False,True,504228.6,512600.0,293,8.3714,1,1,15,75,100.0,9,716.724,441.086,1.02639,0.43086,4.32807
ppl101,75,False,True,512600.0,521828.6,323,9.2286,2,0,14,66,100.0,8,650.155,329.907,0.97684,0.39361,3.07493
ppl101,76,False,True,521828.6,528971.4,250,7.1429,1,2,11,49,100.0,11,840.0,306.492,1.20733,0.55327,3.44004
ppl101,77,False,True,528971.4,539857.1,381,10.8857,2,1,19,101,100.0,9,551.181,574.55,0.93215,0.47748,4.64496
ppl101,78,False,True,539857.1,546485.7,232,6.6286,1,2,12,58,100.0,10,905.172,305.412,0.92227,0.19504,4.25645
ppl101,79,False,True,546485.7,554771.4,290,8.2857,1,0,14,73,100.0,8,724.138,429.342,1.03305,0.52454,3.93013
ppl101,80,False,True,554771.4,565057.1,360,10.2857,2,0,18,90,100.0,10,583.333,495.509,0.98629,0.41237,3.95776
ppl101,81,False,True,565057.1,571600.0,229,6.5429,1,1,11,53,100.0,8,917.031,293.39,1.03384,0.56964,3.54942
ppl101,82,False,True,571600.0,577142.9,194,5.5429,0,2,10,42,100.0,9,1082.474,250.989,1.0354,0.45316,3.78714
ppl101,83,False,True,577142.9,582571.4,190,5.4286,0,0,8,46,100.0,8,1105.263,285.371,1.02718,0.56621,3.8202
ppl101,84,False,True,582571.4,587914.3,187,5.3429,0,1,8,30,100.0,11,1122.995,155.499,0.95257,0.36307,2.6254
ppl101,85,False,True,587914.3,593314.3,189,5.4,0,1,9,43,100.0,9,1111.111,209.589,0.96576,0.31374,3.40576
ppl101,86,True,False,593314.3,600000.0,234,6.6857,1,2,12,60,90.0,6,807.692,369.86,1.11977,0.56657,4.22683
